,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,營業毛利（毛損）,生物資產當期公允價值減出售成本之變動利益（損失）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
171,1701,中化,3873414,2399295,,1474119,,,,1474119,1242480,,231639,21983,253622,37501,216121,,,216121,45537,,261658,218553,,-2432,264090,,-2432,0.73
172,1702,南僑投控,8930637,6079360,,2851277,,,,2851277,2139162,,712115,-43112,669003,164033,504970,,,504970,54279,,559249,481231,,23739,534101,,25148,1.94
173,1704,榮化,24491072,20928855,,3562217,,,,3562217,1628514,,1933703,126291,2059994,494351,1565643,,,1565643,1299074,,2864717,1525077,,40566,2821810,,42907,1.79
174,1707,葡萄王,4294377,850009,,3444368,,,,3444368,2434229,,1010139,35533,1045672,243885,801787,,,801787,-164,,801623,549722,,252065,549558,,252065,4.07
175,1708,東鹼,2158049,1550181,,607868,,,,607868,283744,,324124,-47196,276928,85183,191745,,,191745,66988,,258733,191259,,486,258247,,486,0.95
176,1709,和益化工,5260021,4459972,,800049,,,,800049,400363,,399686,30465,430151,96113,334038,,,334038,23459,,357497,321529,,12509,344760,,12737,0.65
177,1710,東聯,15475056,12981641,,2493415,,,,2493415,472861,,2020554,-150415,1870139,461572,1408567,,,1408567,213505,,1622072,1092080,,316487,1277854,,344218,1.25
178,1711,永光化學,4892301,3815913,,1076388,,,,1076388,802590,,273798,-26935,246863,45090,201773,,,201773,40059,,241832,198218,,3555,235108,,6724,0.36
179,1712,興農,9447145,6744254,,2702891,,,,2702891,2038173,,664718,-94860,569858,103387,466471,,,466471,3528,,469999,462755,,3716,466181,,3818,1.11
180,1713,國化,355985,310048,,45937,,,,45937,29011,,16926,55879,72805,1859,70946,,,70946,3078,,74024,,,,,,,0.47
181,1714,和桐化學,14674125,13601935,,1072190,,1952,,1070238,745324,,324914,-36446,288468,80294,208174,,,208174,123260,,331434,140961,,67213,240874,,90560,0.14
182,1717,長興材料,21691299,18030488,,3660811,,,,3660811,2717792,,943019,129786,1072805,188427,884378,,,884378,257433,,1141811,918271,,-33893,1169532,,-27721,0.74
183,1720,生達化學,1660954,945889,,715065,,,,715065,560218,,154847,46573,201420,29209,172211,,,172211,3288,,175499,162053,,10158,164679,,10820,0.91
184,1721,三晃,1721818,1616823,,104995,,,,104995,138361,,-33366,26824,-6542,-6937,395,,,395,-6976,,-6581,317,,78,-6664,,83,0.0
185,1722,台肥,6112576,4758747,,1353829,,,,1353829,643609,,710220,595477,1305697,231726,1073971,,,1073971,179618,,1253589,1073971,,,1253589,,,1.1
186,1723,中碳,4031954,2988373,,1043581,,,,1043581,202789,,840792,45067,885859,172490,713369,,,713369,-4533,,708836,702532,,10837,689384,,19452,3.03
187,1724,台硝,957790,839810,,117980,,,,117980,86034,5019,36965,7971,44936,164,44772,,,44772,-417,,44355,44772,,,44355,,,0.35
188,1725,元禎,5120443,4898374,,222069,,,,222069,111753,,110316,11372,121688,33660,88028,,,88028,125728,,213756,88028,,0,213756,,0,0.49
189,1726,永記造漆,4005652,3029881,,975771,,,,975771,562036,5580,419315,67267,486582,64578,422004,0,,422004,90647,,512651,422004,,0,512651,,0,2.6
190,1727,中華化學,1339456,1163105,,176351,,,,176351,109379,0,66972,7053,74025,16497,57528,,,57528,1246,,58774,56343,,1185,57518,,1256,0.51
191,1730,花仙子,1124551,623888,,500663,,1770,38,498931,383045,,115886,37153,153039,35130,117909,0,,117909,10199,,128108,106865,,11044,116933,,11175,1.8
192,1731,美吾華,575980,240698,,335282,,,,335282,257774,227,77735,-7701,70034,16833,53201,,,53201,-949,,52252,53201,,,52252,,,0.4
193,1732,毛寶,297835,166951,,130884,,,,130884,129483,,1401,533,1934,494,1440,,,1440,2166,,3606,1440,,,3606,,,0.03
194,1733,五鼎,968317,727056,,241261,,0,0,241261,163491,,77770,8300,86070,24336,61734,,,61734,10451,,72185,61869,,-135,72119,,66,0.62
195,1734,杏輝藥品,1089466,690659,,398807,,,,398807,439699,,-40892,10846,-30046,11366,-41412,,,-41412,-3964,,-45376,15429,,-56841,15417,,-60793,0.09
196,1735,日勝化,1830262,1629362,,200900,,,,200900,170321,,30579,-3002,27577,25005,2572,,,2572,9206,,11778,2572,,0,11778,,0,0.03
197,1736,喬山健康,9000858,4730694,,4270164,,,,4270164,4762889,,-492725,137910,-354815,-13167,-341648,,,-341648,122765,,-218883,-341757,,109,-218992,,109,-1.13
198,1737,臺鹽,1518293,913905,,604388,,,,604388,383094,,221294,116360,337654,36852,300802,,,300802,183,,300985,300802,,,300985,,,1.5
199,1742,台蠟,195230,226878,,-31648,,,,-31648,23597,,-55245,-8621,-63866,,-63866,,,-63866,-320,,-64186,-63866,,,-64186,,,-1.27
200,1752,南光,769117,496030,,273087,,,,273087,197807,,75280,4008,79288,11461,67827,,,67827,679,,68506,67827,,,68506,,,0.67
201,1760,寶齡富錦,611866,266120,,345746,,10208,,335538,257165,,78373,1498,79871,34494,45377,,,45377,2055,,47432,45377,,,47432,,,0.6
202,1762,中化合成,609041,416847,,192194,,,,192194,168087,,24107,-2356,21751,3069,18682,,,18682,5893,,24575,18632,,50,24518,,57,0.24
203,1773,勝一化工,3894513,2898527,,995986,,,,995986,474601,,521385,50149,571534,118124,453410,,,453410,13554,,466964,453410,,0,466964,,0,3.02
204,1776,展宇,966336,863627,,102709,,,,102709,119800,,-17091,3451,-13640,-175,-13465,,,-13465,7617,,-5848,-16403,,2938,-8866,,3018,-0.24
205,1777,生泰,395839,267844,,127995,,,,127995,48622,,79373,28768,108141,21278,86863,,,86863,-270,,86593,,,,,,,2.89
206,1781,合世生醫,305627,284525,,21102,,,,21102,59088,,-37986,9419,-28567,-5419,-23148,,,-23148,2555,,-20593,-23148,,,-20593,,,-0.49
207,1783,和康生技,220547,132474,,88073,,,,88073,61168,,26905,6167,33072,1069,32003,,,32003,14,,32017,32003,,,32017,,,0.46
208,1784,訊聯生技,376298,161035,,215263,,,,215263,192313,,22950,8481,31431,7616,23815,,,23815,87,,23902,13444,,10371,13531,,10371,0.27
209,1785,光洋科,10219933,9166829,,1053104,,,,1053104,774506,,278598,90673,369271,26986,342285,,,342285,19039,,361324,330628,,11657,348594,,12730,0.84
210,1786,科妍,154789,48374,,106415,,,,106415,65829,,40586,2872,43458,4262,39196,,,39196,30,,39226,39196,,,39226,,,0.76
211,1787,福盈科,957092,639641,,317451,,,,317451,233356,,84095,-1047,83048,24193,58855,,,58855,2551,,61406,56761,,2094,58601,,2805,0.84
212,1788,杏昌生技,1537640,1187847,,349793,,,,349793,195569,,154224,6481,160705,32822,127883,,,127883,1656,,129539,127883,,0,129539,,0,3.65
213,1789,台灣神隆,1846894,1091511,,755383,,,,755383,474080,,281303,-33017,248286,-18314,266600,,,266600,73345,,339945,266600,,,339945,,,0.34
214,1795,美時製藥,3125066,1658901,,1466165,,,,1466165,1297162,,169003,-159315,9688,33503,-23815,,,-23815,-122167,,-145982,-39998,,16183,-153130,,7148,-0.17
215,1796,金穎生技,168219,115093,,53126,,,,53126,51273,,1853,3445,5298,2067,3231,,,3231,280,,3511,3231,,,3511,,,0.12
216,1799,易威,175954,158633,,17321,,,,17321,150999,,-133678,2770,-130908,2765,-133673,,,-133673,6137,,-127536,-116305,,-17368,-110812,,-16724,-1.18
217,1802,台玻,22827995,18629588,,4198407,,,,4198407,2532231,-5125,1661051,-208617,1452434,273127,1179307,,,1179307,439613,,1618920,1136319,,42988,1544903,,74017,0.39
218,1805,寶徠,66216,55901,,10315,,,,10315,55801,,-45486,9643,-35843,0,-35843,,,-35843,140,,-35703,-35843,,,-35703,,,-0.45
219,1806,冠軍,2564370,2003077,,561293,,,,561293,767199,,-205906,-49462,-255368,22141,-277509,,,-277509,106273,,-171236,-277509,,0,-171236,,0,-0.64
220,1808,潤隆,8526928,6112517,,2414411,,0,0,2414411,560470,,1853941,-103566,1750375,207480,1542895,,,1542895,35253,,1578148,,,,,,,6.32
221,1809,中釉,1238192,997891,,240301,,,,240301,263662,5853,-17508,9506,-8002,3958,-11960,,,-11960,26019,,14059,-3101,,-8859,17792,,-3733,-0.02
222,1810,和成,2600645,1959173,,641472,,,,641472,640296,,1176,-12396,-11220,14068,-25288,,,-25288,-24678,,-49966,-21809,,-3479,-45596,,-4370,-0.06
223,1813,寶利徠,214896,180366,,34530,,,,34530,46034,,-11504,44200,32696,-1877,34573,,,34573,4867,,39440,43658,,-9085,46752,,-7312,0.94
224,1815,富喬工業,2378008,1715751,,662257,,,,662257,318068,,344189,-12739,331450,78560,252890,,,252890,-28699,,224191,252890,,,224191,,,0.6
225,1817,凱撒衛浴,1101121,749008,,352113,,,,352113,190959,-33,161121,7861,168982,53824,115158,,,115158,17248,,132406,115158,,,132406,,,1.59
226,1902,台紙,1420901,1134453,,286448,,,,286448,168831,,117617,297469,415086,80728,334358,,,334358,119426,,453784,319098,,15260,434997,,18787,0.79
227,1903,士紙,110463,86280,,24183,,,,24183,110464,,-86281,-7083,-93364,0,-93364,0,,-93364,-70326,,-163690,-93364,,0,-163690,,0,-0.36
228,1904,正隆,20771647,16956839,,3814808,,,,3814808,2687442,,1127366,2411738,3539104,475663,3063441,17976,,3081417,204866,,3286283,2662959,,418458,2789654,,496629,2.4
229,1905,華紙,11953448,10891735,,1055182,-6531,,,1055182,795159,,260023,20541,280564,57812,222752,,,222752,229296,,452048,176052,,46700,379773,,72275,0.16
230,1906,寶隆,1123739,1100691,,23048,,,,23048,16691,,6357,447799,454156,22566,431590,,,431590,-3843120,,-3411530,,,,,,,2.86
231,1907,永豐餘,36855333,31288212,,5560590,-6531,,,5560590,4443968,,1116622,127012,1243634,484181,759453,,,759453,1756910,,2516363,547128,,212325,2207611,,308752,0.33
232,1909,榮成,26330452,22510427,,3820025,,,,3820025,2075186,,1744839,-227461,1517378,522849,994529,,,994529,-2979892,,-1985363,987527,,7002,-1993061,,7698,0.87
233,2002,中鋼,193714077,171581220,,22132857,,,,22132857,7326126,,14806731,-926418,13880313,827252,13053061,,,13053061,2707542,,15760603,11168511,,1884550,13556571,,2204032,0.72
234,2006,東和鋼鐵,18847382,17173526,,1673856,,,,1673856,981782,,692074,40825,732899,168688,564211,,,564211,-8181,,556030,568397,,-4186,556646,,-616,0.57
235,2007,燁興公司,4575052,4349585,,225467,,,,225467,122799,,102668,-81694,20974,4706,16268,,,16268,2500,,18768,18994,,-2726,21494,,-2726,0.04
236,2008,高興昌,651889,674970,,-23081,,,,-23081,63597,,-86678,-19287,-105965,70006,-175971,,,-175971,38303,,-137668,,,,,,,-0.88
237,2009,第一伸銅,1591850,1503832,,88018,,,,88018,28097,,59921,-26177,33744,5134,28610,,,28610,-52603,,-23993,,,,,,,0.08
238,2010,春源鋼鐵,9336883,8806236,,530647,,,,530647,405813,,124834,51145,175979,23488,152491,,,152491,-74526,,77965,154154,,-1663,91435,,-13470,0.24
239,2012,春雨,4743957,3940419,,803538,,,,803538,483788,,319750,-13355,306395,43797,262598,,,262598,15735,,278333,218450,,44148,232854,,45479,0.83
240,2013,中鋼構,9671230,9504301,,166929,,,,166929,158188,,8741,21493,30234,-26433,56667,,,56667,-4947,,51720,56667,,,51720,,,0.29
241,2014,中鴻,23392374,21124185,,2268189,,,,2268189,703426,,1564763,7660,1572423,331,1572092,,,1572092,-145814,,1426278,1572092,,,1426278,,,1.1
242,2015,豐興鋼鐵,14969884,12993544,,1976340,,,,1976340,409162,,1567178,126014,1693192,324009,1369183,,,1369183,31075,,1400258,1369183,,0,1400258,,0,2.35
243,2017,官田鋼,2361423,2095367,,266056,,,,266056,210747,-28,55281,-3936,51345,383,50962,,,50962,59894,,110856,96658,,-45696,149931,,-39075,0.29
244,2020,美亞鋼管,2423797,2162177,,261620,,1095,439,260964,129466,,131498,116838,248336,19044,229292,,,229292,-35316,,193976,220936,,8356,183830,,10146,0.96
245,2022,聚亨,5144186,4811378,,332808,,,,332808,322531,,10277,83028,93305,-3073,96378,,,96378,-21260,,75118,29514,,66864,22042,,53076,0.05
246,2023,燁輝,38219119,35588020,,2631099,,,,2631099,1938192,,692907,-444094,248813,26839,221974,,,221974,211180,,433154,224970,,-2996,432529,,625,0.12
247,2024,志聯工業,746698,642975,,103723,,,,103723,39928,0,63795,-1458,62337,13382,48955,,,48955,0,,48955,,,,,,,0.5
248,2025,千興,1854439,1784683,,69756,,,,69756,25896,-843,43017,-320447,-277430,3676,-281106,,,-281106,-21218,,-302324,-281106,,0,-302324,,0,-1.0
249,2027,大成鋼,43367590,34531689,,8835901,,,,8835901,4204912,17193,4648182,98570,4746752,1321901,3424851,,,3424851,543060,,3967911,3066953,,357898,3552643,,415268,3.24
250,2028,威致鋼鐵,5626195,5210077,,416118,,,,416118,92672,,323446,-29237,294209,-8651,302860,,,302860,-105073,,197787,,,,,,,0.93
251,2029,盛餘,6268920,5870870,,398050,,,,398050,299746,,98304,17021,115325,34418,80907,,,80907,4045,,84952,86788,,-5881,90536,,-5584,0.27
252,2030,彰源,6779798,5861943,,917855,,,,917855,407686,,510169,-66896,443273,141385,301888,,,301888,25699,,327587,301888,,,327587,,,1.1
253,2031,新光鋼,4549348,3885888,,663460,,,,663460,186434,0,477026,607832,1084858,136958,947900,,,947900,-105464,,842436,928581,0,19319,823108,,19328,3.01
254,2032,新鋼工業,1590418,1499278,,91140,,,,91140,51671,,39469,-9274,30195,5908,24287,,,24287,-71,,24216,,,,,,,0.19
255,2033,佳大世界,389234,338902,,50332,,,,50332,41362,,8970,1248,10218,2473,7745,,,7745,502,,8247,,,,,,,0.1
256,2034,允強,10010811,8911179,,1099632,,,,1099632,443529,,656103,58624,714727,135245,579482,,,579482,37573,,617055,579482,,0,617055,,0,1.42
257,2035,唐榮公司,8603295,8671044,,-67749,,,,-67749,174433,,-242182,-2700,-244882,0,-244882,,,-244882,-1533,,-246415,,,,,,,-0.7
258,2038,海光企業,4220986,4150417,,70569,,,,70569,78597,,-8028,48099,40071,-16972,57043,,,57043,-18998,,38045,59981,,-2938,40983,,-2938,0.33
259,2049,上銀科技,14333417,8494786,,5838631,,,,5838631,2434774,,3403857,20304,3424161,781750,2642411,,,2642411,27678,,2670089,2780390,,-137979,2808117,,-138028,9.64
260,2059,川湖,2205441,1036448,,1168993,,,,1168993,294542,,874451,259786,1134237,245060,889177,,,889177,2132,,891309,889177,,,891309,,,9.33
261,2061,風青,728234,691067,,37167,,,,37167,26263,,10904,1003,11907,-1925,13832,,,13832,247,,14079,13832,,,14079,,,0.22
262,2062,橋椿,3398105,3017591,,380514,,,,380514,380022,,492,40399,40891,-182,41073,,,41073,60248,,101321,41358,,-285,101606,,-285,0.25
263,2063,世鎧,520033,358632,,161401,,,,161401,61269,,100132,93,100225,21769,78456,,,78456,117,,78573,78456,,,78573,,,1.74
264,2064,晉椿,1368923,1256711,,112212,,,,112212,70557,,41655,20011,61666,10726,50940,,,50940,600,,51540,49567,,1373,46152,,5388,0.71
265,2065,世豐,671681,573478,,98203,,,,98203,63026,,35177,7871,43048,7766,35282,,,35282,-23436,,11846,,,,,,,1.08
266,2066,世德,655138,491642,,163496,,,,163496,82699,,80797,45110,125907,27005,98902,,,98902,208,,99110,,,,,,,2.71
267,2067,嘉鋼,716616,591350,,125266,,,,125266,100875,,24391,11245,35636,6548,29088,,,29088,3185,,32273,26200,,2888,29037,,3236,0.58
268,2069,運錩,4453853,4112354,,341499,,,,341499,192157,,149342,-54491,94851,14432,80419,,,80419,11711,,92130,80419,,,92130,,,0.57
269,2101,南港輪胎,5434101,4551764,,882337,,558,372,882151,607706,0,274445,-33689,240756,79034,161722,,,161722,62781,,224503,161722,,,224503,,,0.2
270,2102,泰豐輪胎,2646567,2426312,,220255,,,,220255,598164,,-377909,1725,-376184,-39302,-336882,,,-336882,30990,,-305892,-336882,,,-305892,,,-0.73
271,2103,台橡,15210771,13236547,,1974224,,,,1974224,1196066,114872,893030,110562,1003592,322124,681468,,,681468,255247,,936715,628280,,53188,876569,,60146,0.76
272,2104,中橡,11630201,8353089,,3277112,,,,3277112,841997,,2435115,-103831,2331284,648521,1682763,,,1682763,1137101,,2819864,1613617,,69146,2730484,,89380,2.62
273,2105,正新,55896337,42772578,,13123759,,,,13123759,8456256,,4667503,-678221,3989282,1378743,2610539,,,2610539,396131,,3006670,2588511,,22028,3050861,,-44191,0.8
274,2106,建大,16221892,13282886,,2939006,,,,2939006,2508747,,430259,159603,589862,253801,336061,-16016,,320045,316300,,636345,320048,0,-3,636348,0,-3,0.37
275,2107,厚生,692146,532942,,159204,,,,159204,108497,,50707,21243,71950,30198,41752,,,41752,232615,,274367,41752,,0,274367,,0,0.11
276,2108,南帝化工,6351706,4848459,,1503247,,,,1503247,615752,,887495,95458,982953,250567,732386,,,732386,38452,,770838,702502,,29884,740954,,29884,1.43
277,2109,華豐橡膠,2609747,2141482,,468265,,,,468265,443757,,24508,-28030,-3522,46801,-50323,,,-50323,38896,,-11427,-98270,,47947,-64492,,53065,-0.3
278,2114,鑫永銓,885803,578670,,307133,,,,307133,72152,,234981,7991,242972,43214,199758,,,199758,-199,,199559,,,,,,,2.96
279,2115,六暉-KY,1272362,1022257,,250105,,,,250105,145412,,104693,6276,110969,34047,76922,,,76922,7950,,84872,76922,,,84872,,,0.94
280,2201,裕隆汽車,45434936,35714963,,9719973,,,-3754,9716219,8259996,,1456223,1854260,3310483,998955,2311528,,,2311528,176400,,2487928,1378658,,932870,1535336,,952592,0.94
281,2204,中華汽車,18952275,15103872,,3848403,,64353,,3784050,2521386,,1262664,1289708,2552372,340780,2211592,0,,2211592,85710,,2297302,2060005,,151587,2143704,,153598,1.51
282,2206,三陽工業,16189526,13203805,,2985721,,,,2985721,2610440,,375281,251080,626361,149198,477163,,,477163,218341,,695504,485989,,-8826,682643,,12861,0.59
283,2208,台船公司,6271456,7497575,,-1226119,,,,-1226119,243009,,-1469128,37890,-1431238,-239057,-1192181,,,-1192181,,,-1192181,-1191709,,-472,-1191709,,-472,-3.66
284,2221,大甲永和,538555,397319,,141236,,,,141236,58368,,82868,5597,88465,16096,72369,0,,72369,-73,,72296,67576,,4793,67503,,4793,1.6
285,2227,裕隆日產,16441014,13319032,,3121982,,,,3121982,2277607,0,844375,3156184,4000559,1049037,2951522,,,2951522,165204,,3116726,2951522,,,3116726,,,9.84
286,2228,劍麟,2066137,1505443,,560694,,,,560694,306518,,254176,58853,313029,78905,234124,,,234124,-22897,,211227,234124,,,211227,,,3.09
287,2230,泰茂,274476,233502,,40974,,,,40974,37666,,3308,928,4236,950,3286,,,3286,3736,,7022,3286,,0,7022,,0,0.08
288,2231,為升,2042400,1078549,,963851,,,,963851,322707,,641144,37051,678195,119178,559017,,,559017,6404,,565421,591484,,-32467,597208,,-31787,5.16
289,2233,宇隆,1341929,811357,,530572,,,,530572,221596,,308976,52951,361927,136680,225247,,,225247,14333,,239580,231233,,-5986,245112,,-5532,4.7
290,2235,謚源,361023,279693,,81330,,,,81330,40962,,40368,18302,58670,11520,47150,,,47150,37,,47187,,,,,,,1.33
291,2236,百達-KY,1180478,863783,,316695,,,,316695,192277,,124418,-7441,116977,32260,84717,,,84717,10803,,95520,76813,,7904,85219,,10301,2.05
292,2239,英利-KY,10452885,8360569,,2092316,,,,2092316,928056,,1164260,-117225,1047035,217964,829071,,,829071,41501,,870572,672646,,156425,708800,,161772,6.11
293,2243,宏旭-KY,1029063,909489,,119574,,,,119574,87202,,32372,-26062,6310,5799,511,,,511,14285,,14796,511,,,14796,,,0.01
294,2301,光寶科技,103242672,91327490,,11915182,,,,11915182,9618411,,2296771,1499853,3796624,1029089,2767535,,,2767535,451586,,3219121,2796695,,-29160,3206391,,12730,1.2
295,2302,麗正,259131,185491,,73640,,,,73640,77626,,-3986,7426,3440,41,3399,,,3399,682,,4081,3399,,,4081,,,0.02
296,2303,聯電,76348714,65031540,,11317174,,,,11317174,10062331,2695680,3950523,-7876,3942647,-1503687,5446334,,,5446334,2407629,,7853963,7059177,,-1612843,9455569,,-1601606,0.58
297,2305,全友電腦,282520,186399,,96121,,,,96121,166565,,-70444,61973,-8471,5021,-13492,,,-13492,4930,,-8562,-16732,,3240,-8812,,250,-0.08
298,2308,台達電,108767131,81248971,,27518160,,,,27518160,21242061,,6276099,1874786,8150885,1855967,6294918,,,6294918,1657081,,7951999,6058266,,236652,6659145,,1292854,2.33
299,2312,金寶電子,60776217,57270902,,3505315,,,,3505315,3350512,,154803,212293,367096,180879,186217,,,186217,-754286,,-568069,239224,0,-53007,-310976,0,-257093,0.18
300,2313,華通,21487442,18377914,,3109528,,,,3109528,1049025,0,2060503,-182472,1878031,898604,979427,,,979427,88516,,1067943,979427,,,1067943,,,0.82
301,2314,台揚科技,3540958,3078996,,461962,,,,461962,460304,,1658,17803,19461,12305,7156,,,7156,18212,,25368,7156,,0,25367,,1,0.03
302,2316,楠梓電,2621815,2492218,,129597,,,,129597,211739,,-82142,247256,165114,96547,68567,,,68567,-28199,,40368,68567,,,40368,,,0.31
303,2317,鴻海,2108065028,1983597718,,124467310,,,,124467310,83967360,,40499950,20292686,60792636,19401926,41390710,,,41390710,5653921,,47044631,41570590,,-179880,47480044,,-435413,2.4
304,2321,東訊,1186270,1069831,,116439,,,,116439,184752,,-68313,34458,-33855,671,-34526,,,-34526,8096,,-26430,-25818,,-8708,-17722,,-8708,-0.09
